config_file,hidden_units,num_blocks,num_heads,dropout_rate,learning_rate,seed,val_NDCG@10,val_Recall@10,val_epoch,test_NDCG@10,test_Recall@10,test_epoch,params,all_seeds
sasrec-128-1-2-0.1-0.0005.yaml,128,1,2,0.1,0.0005,42,0.02252,0.044,11,0.01017,0.0211,11,"(128, 1, 2, 0.1, 0.0005)",[42]
sasrec-64-2-2-0.2-0.0005.yaml,64,2,2,0.2,0.0005,42,0.02322,0.04623,18,0.01016,0.02063,18,"(64, 2, 2, 0.2, 0.0005)","[42, 1, 256]"
128-4-2-0.2-0.0005-256.yaml,128,4,2,0.2,0.0005,256,0.02306,0.04579,12,0.01016,0.02075,12,"(128, 4, 2, 0.2, 0.0005)","[42, 1, 256]"
sasrec-64-4-4-0.1-0.0005.yaml,64,4,4,0.1,0.0005,42,0.02288,0.04475,18,0.01015,0.02069,18,"(64, 4, 4, 0.1, 0.0005)",[42]
sasrec-256-2-2-0.1-0.001.yaml,256,2,2,0.1,0.001,42,0.02265,0.04296,7,0.01014,0.02092,7,"(256, 2, 2, 0.1, 0.001)",[42]
sasrec-64-2-2-0.3-0.0005.yaml,64,2,2,0.3,0.0005,42,0.02339,0.04712,21,0.01014,0.02098,21,"(64, 2, 2, 0.3, 0.0005)","[42, 1]"
128-2-2-0.3-0.001-1.yaml,128,2,2,0.3,0.001,1,0.02347,0.04549,11,0.01013,0.02193,11,"(128, 2, 2, 0.3, 0.001)","[42, 1, 256]"
sasrec-128-4-2-0.2-0.001.yaml,128,4,2,0.2,0.001,42,0.02351,0.04712,7,0.01013,0.02116,7,"(128, 4, 2, 0.2, 0.001)","[42, 1]"
64-2-4-0.2-0.001-256.yaml,64,2,4,0.2,0.001,256,0.02208,0.04475,10,0.01013,0.02098,10,"(64, 2, 4, 0.2, 0.001)","[42, 1, 256]"
sasrec-128-1-4-0.3-0.0001.yaml,128,1,4,0.3,0.0001,42,0.02191,0.044,66,0.01013,0.02134,66,"(128, 1, 4, 0.3, 0.0001)",[42]
sasrec-64-4-4-0.3-0.0005.yaml,64,4,4,0.3,0.0005,42,0.02363,0.04608,19,0.01012,0.02009,19,"(64, 4, 4, 0.3, 0.0005)","[42, 1, 256]"
sasrec-128-2-8-0.1-0.001.yaml,128,2,8,0.1,0.001,42,0.023,0.04697,6,0.01012,0.02063,6,"(128, 2, 8, 0.1, 0.001)",[42]
64-2-2-0.2-0.001-256.yaml,64,2,2,0.2,0.001,256,0.02255,0.04415,11,0.01012,0.02182,11,"(64, 2, 2, 0.2, 0.001)","[42, 1, 256]"
sasrec-128-1-4-0.1-0.005.yaml,128,1,4,0.1,0.005,42,0.02043,0.04311,3,0.01011,0.02092,3,"(128, 1, 4, 0.1, 0.005)",[42]
sasrec-64-4-8-0.2-0.001.yaml,64,4,8,0.2,0.001,42,0.02258,0.04296,9,0.01011,0.0195,9,"(64, 4, 8, 0.2, 0.001)",[42]
sasrec-128-2-2-0.2-0.0001.yaml,128,2,2,0.2,0.0001,42,0.02284,0.04445,71,0.01011,0.02134,71,"(128, 2, 2, 0.2, 0.0001)",[42]
128-2-2-0.3-0.0005-256.yaml,128,2,2,0.3,0.0005,256,0.02343,0.04579,21,0.01011,0.02134,21,"(128, 2, 2, 0.3, 0.0005)","[42, 1, 256]"
64-2-4-0.3-0.0005-1.yaml,64,2,4,0.3,0.0005,1,0.02226,0.04475,20,0.01011,0.02033,20,"(64, 2, 4, 0.3, 0.0005)","[42, 1, 256]"
sasrec-128-3-4-0.3-0.001.yaml,128,3,4,0.3,0.001,42,0.02303,0.04534,10,0.01011,0.02187,10,"(128, 3, 4, 0.3, 0.001)",[42]
sasrec-128-3-4-0.3-0.0001.yaml,128,3,4,0.3,0.0001,42,0.02295,0.04445,62,0.01011,0.02104,62,"(128, 3, 4, 0.3, 0.0001)",[42]
sasrec-256-1-2-0.3-0.0001.yaml,256,1,2,0.3,0.0001,42,0.02287,0.04638,45,0.0101,0.02128,45,"(256, 1, 2, 0.3, 0.0001)",[42]
sasrec-64-3-8-0.1-0.0005.yaml,64,3,8,0.1,0.0005,42,0.02264,0.04385,14,0.0101,0.01956,14,"(64, 3, 8, 0.1, 0.0005)",[42]
sasrec-128-3-8-0.2-0.001.yaml,128,3,8,0.2,0.001,42,0.02322,0.04623,6,0.0101,0.02098,6,"(128, 3, 8, 0.2, 0.001)",[42]
sasrec-128-3-2-0.2-0.001.yaml,128,3,2,0.2,0.001,42,0.02309,0.04727,6,0.0101,0.02104,6,"(128, 3, 2, 0.2, 0.001)",[42]
sasrec-128-3-8-0.3-0.0001.yaml,128,3,8,0.3,0.0001,42,0.02308,0.04475,63,0.0101,0.02086,63,"(128, 3, 8, 0.3, 0.0001)",[42]
sasrec-64-4-2-0.1-0.001.yaml,64,4,2,0.1,0.001,42,0.02218,0.04341,9,0.01009,0.02015,9,"(64, 4, 2, 0.1, 0.001)",[42]
64-4-4-0.2-0.001-1.yaml,64,4,4,0.2,0.001,1,0.02273,0.04296,10,0.01009,0.02027,10,"(64, 4, 4, 0.2, 0.001)","[42, 1, 256]"
64-2-2-0.2-0.0005-1.yaml,64,2,2,0.2,0.0005,1,0.02175,0.04296,18,0.01008,0.02051,18,"(64, 2, 2, 0.2, 0.0005)","[42, 1, 256]"
sasrec-128-2-2-0.1-0.001.yaml,128,2,2,0.1,0.001,42,0.02305,0.04757,6,0.01008,0.02057,6,"(128, 2, 2, 0.1, 0.001)",[42]
64-4-4-0.2-0.001-256.yaml,64,4,4,0.2,0.001,256,0.02298,0.04593,10,0.01008,0.02063,10,"(64, 4, 4, 0.2, 0.001)","[42, 1, 256]"
sasrec-256-4-8-0.2-0.0001.yaml,256,4,8,0.2,0.0001,42,0.02431,0.04772,38,0.01008,0.02122,38,"(256, 4, 8, 0.2, 0.0001)",[42]
sasrec-64-3-8-0.2-0.001.yaml,64,3,8,0.2,0.001,42,0.02217,0.0437,11,0.01006,0.02116,11,"(64, 3, 8, 0.2, 0.001)",[42]
sasrec-128-2-8-0.2-0.0005.yaml,128,2,8,0.2,0.0005,42,0.0231,0.04593,10,0.01006,0.02045,10,"(128, 2, 8, 0.2, 0.0005)",[42]
sasrec-128-4-4-0.3-0.0005.yaml,128,4,4,0.3,0.0005,42,0.02509,0.05054,13,0.01006,0.02086,13,"(128, 4, 4, 0.3, 0.0005)","[42, 1]"
sasrec-256-1-2-0.3-0.005.yaml,256,1,2,0.3,0.005,42,0.02383,0.03895,20,0.01006,0.01813,20,"(256, 1, 2, 0.3, 0.005)",[42]
sasrec-64-4-4-0.2-0.001.yaml,64,4,4,0.2,0.001,42,0.02203,0.04266,10,0.01005,0.02086,10,"(64, 4, 4, 0.2, 0.001)","[42, 1, 256]"
128-2-4-0.2-0.001-1.yaml,128,2,4,0.2,0.001,1,0.02262,0.0446,5,0.01005,0.02051,5,"(128, 2, 4, 0.2, 0.001)","[42, 1, 256]"
sasrec-128-1-2-0.2-0.0001.yaml,128,1,2,0.2,0.0001,42,0.02263,0.04519,62,0.01005,0.02092,62,"(128, 1, 2, 0.2, 0.0001)",[42]
sasrec-256-3-8-0.1-0.0001.yaml,256,3,8,0.1,0.0001,42,0.02381,0.04593,38,0.01005,0.0211,38,"(256, 3, 8, 0.1, 0.0001)",[42]
sasrec-256-4-2-0.1-0.0005.yaml,256,4,2,0.1,0.0005,42,0.0238,0.04593,9,0.01003,0.02098,9,"(256, 4, 2, 0.1, 0.0005)",[42]
sasrec-128-2-4-0.2-0.0001.yaml,128,2,4,0.2,0.0001,42,0.0225,0.04385,73,0.01003,0.02092,73,"(128, 2, 4, 0.2, 0.0001)",[42]
sasrec-64-2-4-0.2-0.001.yaml,64,2,4,0.2,0.001,42,0.02356,0.04712,10,0.01003,0.02027,10,"(64, 2, 4, 0.2, 0.001)","[42, 1, 256]"
sasrec-128-2-4-0.1-0.001.yaml,128,2,4,0.1,0.001,42,0.02343,0.04772,6,0.01002,0.0208,6,"(128, 2, 4, 0.1, 0.001)",[42]
sasrec-64-2-4-0.3-0.001.yaml,64,2,4,0.3,0.001,42,0.02349,0.04712,10,0.01002,0.01997,10,"(64, 2, 4, 0.3, 0.001)","[42, 1]"
sasrec-256-4-4-0.1-0.001.yaml,256,4,4,0.1,0.001,42,0.02237,0.04311,6,0.01002,0.02057,6,"(256, 4, 4, 0.1, 0.001)",[42]
sasrec-128-1-2-0.2-0.0005.yaml,128,1,2,0.2,0.0005,42,0.02211,0.04475,11,0.01002,0.02063,11,"(128, 1, 2, 0.2, 0.0005)",[42]
64-4-2-0.3-0.0005-1.yaml,64,4,2,0.3,0.0005,1,0.02411,0.04623,20,0.01002,0.02015,20,"(64, 4, 2, 0.3, 0.0005)","[42, 1, 256]"
sasrec-128-1-2-0.1-0.0001.yaml,128,1,2,0.1,0.0001,42,0.02221,0.04385,60,0.01002,0.02146,60,"(128, 1, 2, 0.1, 0.0001)",[42]
256-4-4-0.2-0.0005-256.yaml,256,4,4,0.2,0.0005,256,0.02333,0.04816,8,0.01001,0.02092,8,"(256, 4, 4, 0.2, 0.0005)","[42, 1, 256]"
sasrec-128-3-4-0.1-0.0005.yaml,128,3,4,0.1,0.0005,42,0.02369,0.04712,10,0.01001,0.02033,10,"(128, 3, 4, 0.1, 0.0005)",[42]
sasrec-128-2-4-0.1-0.0005.yaml,128,2,4,0.1,0.0005,42,0.02203,0.04252,18,0.01,0.02098,18,"(128, 2, 4, 0.1, 0.0005)",[42]
sasrec-64-2-8-0.2-0.001.yaml,64,2,8,0.2,0.001,42,0.02394,0.04683,9,0.01,0.02051,9,"(64, 2, 8, 0.2, 0.001)",[42]
sasrec-64-3-2-0.1-0.0005.yaml,64,3,2,0.1,0.0005,42,0.02201,0.04252,16,0.01,0.01956,16,"(64, 3, 2, 0.1, 0.0005)",[42]
sasrec-128-1-8-0.1-0.005.yaml,128,1,8,0.1,0.005,42,0.02163,0.0443,3,0.00999,0.02152,3,"(128, 1, 8, 0.1, 0.005)",[42]
256-4-4-0.2-0.001-1.yaml,256,4,4,0.2,0.001,1,0.02256,0.04252,7,0.00999,0.02051,7,"(256, 4, 4, 0.2, 0.001)",[1]
sasrec-256-1-8-0.3-0.0005.yaml,256,1,8,0.3,0.0005,42,0.02241,0.04623,9,0.00998,0.02057,9,"(256, 1, 8, 0.3, 0.0005)",[42]
sasrec-256-4-2-0.3-0.0001.yaml,256,4,2,0.3,0.0001,42,0.02412,0.04772,40,0.00998,0.02098,40,"(256, 4, 2, 0.3, 0.0001)",[42]
sasrec-128-1-4-0.3-0.001.yaml,128,1,4,0.3,0.001,42,0.02266,0.04712,8,0.00998,0.02104,8,"(128, 1, 4, 0.3, 0.001)",[42]
sasrec-128-1-4-0.2-0.005.yaml,128,1,4,0.2,0.005,42,0.02106,0.04326,4,0.00998,0.02199,4,"(128, 1, 4, 0.2, 0.005)",[42]
sasrec-128-3-2-0.1-0.0001.yaml,128,3,2,0.1,0.0001,42,0.0228,0.04445,60,0.00997,0.02086,60,"(128, 3, 2, 0.1, 0.0001)",[42]
128-4-2-0.3-0.001-256.yaml,128,4,2,0.3,0.001,256,0.02275,0.04519,7,0.00997,0.01968,7,"(128, 4, 2, 0.3, 0.001)","[42, 1, 256]"
sasrec-64-3-4-0.1-0.001.yaml,64,3,4,0.1,0.001,42,0.0227,0.04445,8,0.00997,0.01985,8,"(64, 3, 4, 0.1, 0.001)",[42]
sasrec-128-4-2-0.2-0.0005.yaml,128,4,2,0.2,0.0005,42,0.02349,0.04638,9,0.00997,0.02009,9,"(128, 4, 2, 0.2, 0.0005)","[42, 1, 256]"
128-4-4-0.2-0.001-1.yaml,128,4,4,0.2,0.001,1,0.02299,0.04519,7,0.00996,0.0208,7,"(128, 4, 4, 0.2, 0.001)","[42, 1, 256]"
64-4-2-0.2-0.0005-1.yaml,64,4,2,0.2,0.0005,1,0.02318,0.04341,19,0.00996,0.02033,19,"(64, 4, 2, 0.2, 0.0005)","[42, 1, 256]"
128-2-4-0.3-0.001-256.yaml,128,2,4,0.3,0.001,256,0.0238,0.04876,7,0.00996,0.02134,7,"(128, 2, 4, 0.3, 0.001)","[42, 1, 256]"
sasrec-128-1-8-0.3-0.001.yaml,128,1,8,0.3,0.001,42,0.02154,0.04341,9,0.00996,0.02134,9,"(128, 1, 8, 0.3, 0.001)",[42]
sasrec-256-3-8-0.2-0.0001.yaml,256,3,8,0.2,0.0001,42,0.02345,0.04757,38,0.00996,0.02075,38,"(256, 3, 8, 0.2, 0.0001)",[42]
sasrec-128-1-2-0.3-0.0005.yaml,128,1,2,0.3,0.0005,42,0.02258,0.04608,11,0.00996,0.02045,11,"(128, 1, 2, 0.3, 0.0005)",[42]
sasrec-64-3-2-0.2-0.001.yaml,64,3,2,0.2,0.001,42,0.02276,0.04445,8,0.00996,0.01973,8,"(64, 3, 2, 0.2, 0.001)",[42]
sasrec-128-1-4-0.2-0.0005.yaml,128,1,4,0.2,0.0005,42,0.02202,0.04489,11,0.00995,0.02075,11,"(128, 1, 4, 0.2, 0.0005)",[42]
sasrec-128-1-2-0.3-0.005.yaml,128,1,2,0.3,0.005,42,0.02225,0.04475,5,0.00995,0.02122,5,"(128, 1, 2, 0.3, 0.005)",[42]
256-2-4-0.3-0.001-1.yaml,256,2,4,0.3,0.001,1,0.02268,0.04519,5,0.00995,0.0214,5,"(256, 2, 4, 0.3, 0.001)","[1, 256]"
sasrec-256-3-4-0.1-0.001.yaml,256,3,4,0.1,0.001,42,0.02356,0.04727,4,0.00995,0.02098,4,"(256, 3, 4, 0.1, 0.001)",[42]
sasrec-256-4-2-0.2-0.0001.yaml,256,4,2,0.2,0.0001,42,0.02459,0.04683,41,0.00995,0.02057,41,"(256, 4, 2, 0.2, 0.0001)",[42]
128-2-2-0.2-0.0005-256.yaml,128,2,2,0.2,0.0005,256,0.02281,0.04608,11,0.00994,0.02027,11,"(128, 2, 2, 0.2, 0.0005)","[42, 1, 256]"
256-4-2-0.2-0.001-1.yaml,256,4,2,0.2,0.001,1,0.0228,0.0443,7,0.00994,0.02069,7,"(256, 4, 2, 0.2, 0.001)","[42, 1, 256]"
sasrec-128-3-2-0.1-0.001.yaml,128,3,2,0.1,0.001,42,0.02357,0.04608,7,0.00993,0.0211,7,"(128, 3, 2, 0.1, 0.001)",[42]
sasrec-64-3-2-0.3-0.0001.yaml,64,3,2,0.3,0.0001,42,0.02385,0.04519,107,0.00993,0.01956,107,"(64, 3, 2, 0.3, 0.0001)",[42]
sasrec-64-3-2-0.2-0.0001.yaml,64,3,2,0.2,0.0001,42,0.02293,0.04356,94,0.00992,0.01973,94,"(64, 3, 2, 0.2, 0.0001)",[42]
sasrec-64-2-8-0.1-0.001.yaml,64,2,8,0.1,0.001,42,0.02332,0.04549,8,0.00992,0.01956,8,"(64, 2, 8, 0.1, 0.001)",[42]
sasrec-64-4-4-0.1-0.001.yaml,64,4,4,0.1,0.001,42,0.02238,0.04489,9,0.00991,0.01962,9,"(64, 4, 4, 0.1, 0.001)",[42]
sasrec-64-1-8-0.3-0.005.yaml,64,1,8,0.3,0.005,42,0.02133,0.03895,14,0.00991,0.01944,14,"(64, 1, 8, 0.3, 0.005)",[42]
256-2-4-0.2-0.001-256.yaml,256,2,4,0.2,0.001,256,0.0237,0.04742,4,0.0099,0.02086,4,"(256, 2, 4, 0.2, 0.001)","[42, 1, 256]"
sasrec-256-3-4-0.2-0.0001.yaml,256,3,4,0.2,0.0001,42,0.02397,0.04831,40,0.0099,0.0208,40,"(256, 3, 4, 0.2, 0.0001)",[42]
sasrec-256-1-4-0.2-0.0001.yaml,256,1,4,0.2,0.0001,42,0.0231,0.044,61,0.0099,0.02069,61,"(256, 1, 4, 0.2, 0.0001)",[42]
sasrec-128-3-2-0.3-0.0001.yaml,128,3,2,0.3,0.0001,42,0.02322,0.04504,58,0.0099,0.02033,58,"(128, 3, 2, 0.3, 0.0001)",[42]
sasrec-64-1-4-0.3-0.005.yaml,64,1,4,0.3,0.005,42,0.02209,0.04252,11,0.0099,0.02069,11,"(64, 1, 4, 0.3, 0.005)",[42]
sasrec-128-1-4-0.3-0.005.yaml,128,1,4,0.3,0.005,42,0.02228,0.03939,10,0.00988,0.01926,10,"(128, 1, 4, 0.3, 0.005)",[42]
sasrec-128-1-8-0.1-0.0005.yaml,128,1,8,0.1,0.0005,42,0.02148,0.04237,10,0.00988,0.02039,10,"(128, 1, 8, 0.1, 0.0005)",[42]
sasrec-64-1-2-0.2-0.005.yaml,64,1,2,0.2,0.005,42,0.02103,0.04177,5,0.00988,0.02039,5,"(64, 1, 2, 0.2, 0.005)",[42]
128-4-4-0.2-0.001-256.yaml,128,4,4,0.2,0.001,256,0.02372,0.04802,6,0.00988,0.01968,6,"(128, 4, 4, 0.2, 0.001)","[42, 1, 256]"
sasrec-64-3-8-0.3-0.0001.yaml,64,3,8,0.3,0.0001,42,0.02353,0.04534,102,0.00988,0.01968,102,"(64, 3, 8, 0.3, 0.0001)",[42]
sasrec-128-2-8-0.3-0.001.yaml,128,2,8,0.3,0.001,42,0.02372,0.04861,6,0.00988,0.01997,6,"(128, 2, 8, 0.3, 0.001)",[42]
sasrec-128-3-8-0.2-0.0005.yaml,128,3,8,0.2,0.0005,42,0.0239,0.04697,10,0.00987,0.02027,10,"(128, 3, 8, 0.2, 0.0005)",[42]
sasrec-128-2-4-0.3-0.001.yaml,128,2,4,0.3,0.001,42,0.0237,0.04906,7,0.00987,0.02086,7,"(128, 2, 4, 0.3, 0.001)","[42, 1, 256]"
256-4-2-0.3-0.001-256.yaml,256,4,2,0.3,0.001,256,0.02309,0.04727,5,0.00987,0.02075,5,"(256, 4, 2, 0.3, 0.001)","[42, 1, 256]"
sasrec-128-1-8-0.3-0.0001.yaml,128,1,8,0.3,0.0001,42,0.02179,0.04385,71,0.00986,0.02092,71,"(128, 1, 8, 0.3, 0.0001)",[42]
sasrec-256-1-8-0.1-0.001.yaml,256,1,8,0.1,0.001,42,0.02281,0.04668,4,0.00986,0.02039,4,"(256, 1, 8, 0.1, 0.001)",[42]
sasrec-128-4-4-0.2-0.0005.yaml,128,4,4,0.2,0.0005,42,0.02362,0.04757,12,0.00986,0.02015,12,"(128, 4, 4, 0.2, 0.0005)","[42, 1, 256]"
sasrec-256-2-4-0.2-0.0001.yaml,256,2,4,0.2,0.0001,42,0.02303,0.04534,44,0.00986,0.02086,44,"(256, 2, 4, 0.2, 0.0001)",[42]
sasrec-256-4-4-0.2-0.0005.yaml,256,4,4,0.2,0.0005,42,0.0236,0.04564,8,0.00986,0.02092,8,"(256, 4, 4, 0.2, 0.0005)","[42, 1, 256]"
sasrec-64-4-4-0.2-0.0001.yaml,64,4,4,0.2,0.0001,42,0.02293,0.04445,103,0.00985,0.01938,103,"(64, 4, 4, 0.2, 0.0001)",[42]
sasrec-256-4-2-0.2-0.001.yaml,256,4,2,0.2,0.001,42,0.0219,0.04192,9,0.00985,0.02051,9,"(256, 4, 2, 0.2, 0.001)","[42, 1, 256]"
sasrec-256-1-4-0.2-0.001.yaml,256,1,4,0.2,0.001,42,0.02179,0.04504,4,0.00985,0.02057,4,"(256, 1, 4, 0.2, 0.001)",[42]
sasrec-64-2-2-0.1-0.001.yaml,64,2,2,0.1,0.001,42,0.02319,0.04608,9,0.00985,0.02009,9,"(64, 2, 2, 0.1, 0.001)",[42]
sasrec-128-1-4-0.2-0.0001.yaml,128,1,4,0.2,0.0001,42,0.02182,0.044,64,0.00984,0.0208,64,"(128, 1, 4, 0.2, 0.0001)",[42]
256-4-4-0.3-0.0005-1.yaml,256,4,4,0.3,0.0005,1,0.02386,0.04876,8,0.00984,0.02057,8,"(256, 4, 4, 0.3, 0.0005)","[1, 256]"
sasrec-64-3-8-0.2-0.0001.yaml,64,3,8,0.2,0.0001,42,0.02314,0.0446,93,0.00983,0.01932,93,"(64, 3, 8, 0.2, 0.0001)",[42]
sasrec-128-4-4-0.1-0.0005.yaml,128,4,4,0.1,0.0005,42,0.0236,0.04727,9,0.00983,0.01991,9,"(128, 4, 4, 0.1, 0.0005)",[42]
sasrec-256-4-8-0.3-0.001.yaml,256,4,8,0.3,0.001,42,0.02227,0.04489,6,0.00983,0.02086,6,"(256, 4, 8, 0.3, 0.001)",[42]
sasrec-128-4-2-0.3-0.0001.yaml,128,4,2,0.3,0.0001,42,0.02333,0.04519,64,0.00983,0.02033,64,"(128, 4, 2, 0.3, 0.0001)",[42]
128-4-2-0.2-0.001-1.yaml,128,4,2,0.2,0.001,1,0.0231,0.04638,7,0.00982,0.02045,7,"(128, 4, 2, 0.2, 0.001)","[42, 1]"
sasrec-64-1-8-0.1-0.01.yaml,64,1,8,0.1,0.01,42,0.01991,0.04088,4,0.00982,0.02045,4,"(64, 1, 8, 0.1, 0.01)",[42]
sasrec-256-1-4-0.2-0.0005.yaml,256,1,4,0.2,0.0005,42,0.0224,0.04712,7,0.00982,0.02039,7,"(256, 1, 4, 0.2, 0.0005)",[42]
sasrec-256-4-8-0.2-0.001.yaml,256,4,8,0.2,0.001,42,0.02261,0.04504,6,0.00981,0.02027,6,"(256, 4, 8, 0.2, 0.001)",[42]
sasrec-256-1-4-0.3-0.005.yaml,256,1,4,0.3,0.005,42,0.02051,0.04222,7,0.00981,0.02033,7,"(256, 1, 4, 0.3, 0.005)",[42]
sasrec-128-3-2-0.2-0.0001.yaml,128,3,2,0.2,0.0001,42,0.02266,0.0443,56,0.00981,0.02039,56,"(128, 3, 2, 0.2, 0.0001)",[42]
sasrec-64-1-2-0.3-0.001.yaml,64,1,2,0.3,0.001,42,0.02145,0.04356,14,0.0098,0.02134,14,"(64, 1, 2, 0.3, 0.001)",[42]
sasrec-128-4-8-0.1-0.0005.yaml,128,4,8,0.1,0.0005,42,0.0232,0.04579,9,0.0098,0.02015,9,"(128, 4, 8, 0.1, 0.0005)",[42]
256-2-2-0.2-0.001-256.yaml,256,2,2,0.2,0.001,256,0.02415,0.04935,4,0.00979,0.02021,4,"(256, 2, 2, 0.2, 0.001)","[42, 1, 256]"
sasrec-64-3-8-0.3-0.001.yaml,64,3,8,0.3,0.001,42,0.02326,0.04519,9,0.00979,0.0195,9,"(64, 3, 8, 0.3, 0.001)",[42]
sasrec-64-4-8-0.1-0.0005.yaml,64,4,8,0.1,0.0005,42,0.02367,0.04623,16,0.00978,0.01968,16,"(64, 4, 8, 0.1, 0.0005)",[42]
sasrec-256-3-4-0.1-0.0001.yaml,256,3,4,0.1,0.0001,42,0.02334,0.04564,35,0.00978,0.02051,35,"(256, 3, 4, 0.1, 0.0001)",[42]
256-4-2-0.2-0.001-256.yaml,256,4,2,0.2,0.001,256,0.02254,0.04534,5,0.00978,0.02015,5,"(256, 4, 2, 0.2, 0.001)","[42, 1, 256]"
256-4-4-0.2-0.0005-1.yaml,256,4,4,0.2,0.0005,1,0.02411,0.04787,8,0.00978,0.02021,8,"(256, 4, 4, 0.2, 0.0005)","[42, 1, 256]"
128-2-2-0.2-0.001-256.yaml,128,2,2,0.2,0.001,256,0.02341,0.04742,7,0.00978,0.02069,7,"(128, 2, 2, 0.2, 0.001)","[42, 1, 256]"
sasrec-64-3-8-0.1-0.0001.yaml,64,3,8,0.1,0.0001,42,0.02235,0.04192,84,0.00978,0.0189,84,"(64, 3, 8, 0.1, 0.0001)",[42]
sasrec-256-3-2-0.3-0.0001.yaml,256,3,2,0.3,0.0001,42,0.02445,0.05054,36,0.00977,0.02075,36,"(256, 3, 2, 0.3, 0.0001)",[42]
sasrec-128-4-4-0.2-0.001.yaml,128,4,4,0.2,0.001,42,0.02316,0.04593,7,0.00977,0.02051,7,"(128, 4, 4, 0.2, 0.001)","[42, 1, 256]"
sasrec-128-3-8-0.1-0.0005.yaml,128,3,8,0.1,0.0005,42,0.02392,0.04697,12,0.00977,0.02015,12,"(128, 3, 8, 0.1, 0.0005)",[42]
sasrec-128-1-4-0.1-0.0005.yaml,128,1,4,0.1,0.0005,42,0.02113,0.04252,10,0.00976,0.02015,10,"(128, 1, 4, 0.1, 0.0005)",[42]
sasrec-256-1-4-0.1-0.0005.yaml,256,1,4,0.1,0.0005,42,0.02273,0.04712,7,0.00976,0.02015,7,"(256, 1, 4, 0.1, 0.0005)",[42]
sasrec-128-3-8-0.1-0.001.yaml,128,3,8,0.1,0.001,42,0.02376,0.04802,6,0.00976,0.02033,6,"(128, 3, 8, 0.1, 0.001)",[42]
sasrec-64-4-2-0.2-0.0001.yaml,64,4,2,0.2,0.0001,42,0.02291,0.04489,99,0.00976,0.01914,99,"(64, 4, 2, 0.2, 0.0001)",[42]
sasrec-64-2-2-0.2-0.001.yaml,64,2,2,0.2,0.001,42,0.02402,0.04683,9,0.00975,0.02003,9,"(64, 2, 2, 0.2, 0.001)","[42, 1, 256]"
sasrec-64-3-4-0.3-0.0001.yaml,64,3,4,0.3,0.0001,42,0.02409,0.04504,102,0.00975,0.0192,102,"(64, 3, 4, 0.3, 0.0001)",[42]
256-2-2-0.3-0.0005-1.yaml,256,2,2,0.3,0.0005,1,0.02361,0.04802,8,0.00974,0.02057,8,"(256, 2, 2, 0.3, 0.0005)","[42, 1, 256]"
